country,year,sex,iso2c,iso3c,region,capital,longitude,latitude,income,lending,youthpop,literacy,lifexp,pop,primedu,smoke,unemployed,obese,none,flag_smoke
Afghanistan,1979,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3035883,177651.83382101043,43.541,6597853,NA,NA,NA,65978.53,All,missing
Afghanistan,1978,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3014627,NA,42.894,6565176,417414,NA,NA,59086.58400000001,All,missing
Afghanistan,1977,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2965346,NA,42.265,6482156,357048,NA,NA,58339.40400000001,All,missing
Afghanistan,1976,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2900086,NA,41.656,6369361,NA,NA,NA,50954.888,All,missing
Afghanistan,1975,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2827163,NA,41.064,6242889,NA,NA,NA,49943.112,All,missing
Afghanistan,1974,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2762811,NA,40.49,6104372,266261,NA,NA,NA,All,missing
Afghanistan,1973,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2687830,NA,39.931,5951120,NA,NA,NA,NA,All,missing
Afghanistan,1972,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2606417,NA,39.385,5790324,NA,NA,NA,NA,All,missing
Afghanistan,1971,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2522033,NA,38.851,5630097,NA,NA,NA,NA,All,missing
Afghanistan,1970,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2436830,NA,38.327,5476624,NA,NA,NA,NA,All,missing
Afghanistan,1969,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2365977,NA,37.815,5333938,NA,NA,NA,NA,All,missing
Afghanistan,1968,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2297886,NA,37.314,5202606,NA,NA,NA,NA,All,missing
Afghanistan,1967,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2232547,NA,36.823,5080808,NA,NA,NA,NA,All,missing
Afghanistan,1966,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2169860,NA,36.338,4964716,NA,NA,NA,NA,All,missing
Afghanistan,1965,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2108914,NA,35.853,4851554,NA,NA,NA,NA,All,missing
Afghanistan,1964,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2061674,NA,35.364,4741531,NA,NA,NA,NA,All,missing
Afghanistan,1963,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2019727,NA,34.866,4636172,NA,NA,NA,NA,All,missing
Afghanistan,1962,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,1980414,NA,34.359,4535392,NA,NA,NA,NA,All,missing
Afghanistan,1961,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,1938162,NA,33.84,4439158,NA,NA,NA,NA,All,missing
Afghanistan,1960,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,1889085,NA,33.314,4347397,NA,NA,NA,NA,All,missing
Afghanistan,2019,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,8271659,NA,NA,19529725,NA,NA,2017616,NA,All,missing
Afghanistan,2018,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,8203224,6041307.974460293,63.047,19093281,19720162,NA,1964126,NA,All,missing
Afghanistan,2017,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,8122796,NA,62.701,18652134,18893532,NA,1942806,NA,All,missing
Afghanistan,2016,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,8024702,NA,62.343,18187045,17558154,NA,1922553,581985.4400000001,All,missing
Afghanistan,2015,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,7905639,NA,61.965,17686166,NA,NA,1889590,530584.98,All,missing
Afghanistan,2014,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,7796011,NA,61.563,17138798,NA,NA,1848248,479886.3439999999,All,missing
Afghanistan,2013,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,7657098,NA,61.133,16554276,NA,NA,1803092,446965.45200000005,All,missing
Afghanistan,2012,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,7500396,NA,60.675,15964873,NA,NA,1735701,399121.825,All,missing
Afghanistan,2011,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,7341865,3666748.1251731846,60.19,15415362,NA,NA,1676421,369968.688,All,missing
Afghanistan,2010,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,7192150,NA,59.683,14935754,NA,NA,1624861,328586.58800000005,All,missing
Afghanistan,2009,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,7008080,NA,59.159,14544059,NA,NA,1563486,305425.239,All,missing
Afghanistan,2008,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,6846069,NA,58.626,14225722,NA,NA,1481182,284514.44,All,missing
Afghanistan,2007,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,6688305,NA,58.092,13938967,NA,NA,1446307,250901.40600000002,All,missing
Afghanistan,2006,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,6511420,NA,57.562,13623891,NA,NA,1448765,231606.14700000003,All,missing
Afghanistan,2005,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,6301960,NA,57.044,13239686,NA,NA,1427503,211834.976,All,missing
Afghanistan,2004,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,6114719,NA,56.542,12763723,NA,NA,1392905,191455.845,All,missing
Afghanistan,2003,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,5885568,NA,56.056,12214634,NA,NA,1345198,171004.876,All,missing
Afghanistan,2002,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,5640276,NA,55.583,11642104,NA,NA,1278187,151347.352,All,missing
Afghanistan,2001,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,5411609,NA,55.119,11117752,NA,NA,1217060,144530.776,All,missing
Afghanistan,2000,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,5218182,NA,54.663,10689506,NA,NA,1170715,128274.072,All,missing
Afghanistan,1999,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,5056015,NA,54.21,10386587,NA,NA,1139824,114252.45700000001,All,missing
Afghanistan,1998,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,4943488,NA,53.753,10184269,NA,NA,1110085,101842.69,All,missing
Afghanistan,1997,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,4841218,NA,53.285,10012241,NA,NA,1092135,100122.41,All,missing
Afghanistan,1996,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,4700710,NA,52.798,9770489,NA,NA,1070846,87934.40100000001,All,missing
Afghanistan,1995,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,4497185,NA,52.287,9392624,NA,NA,1021354,75140.992,All,missing
Afghanistan,1994,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,4259146,NA,51.746,8848710,NA,NA,966102,70789.68000000001,All,missing
Afghanistan,1993,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3944623,NA,51.172,8176786,3262547,NA,891678,57237.50199999999,All,missing
Afghanistan,1992,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3605320,NA,50.57,7461094,NA,NA,800650,52227.657999999996,All,missing
Afghanistan,1991,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3304777,NA,49.938,6821674,NA,NA,727259,40930.044,All,missing
Afghanistan,1990,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3081557,NA,49.281,6344615,NA,NA,NA,38067.69,All,missing
Afghanistan,1989,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2917814,NA,48.601,6054347,NA,NA,NA,36326.082,All,missing
Afghanistan,1988,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2847593,NA,47.906,5922667,NA,NA,NA,29613.335,All,missing
Afghanistan,1987,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2844942,NA,47.204,5918154,NA,NA,NA,29590.77,All,missing
Afghanistan,1986,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2876265,NA,46.499,5988521,NA,NA,NA,23954.084,All,missing
Afghanistan,1985,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2916224,NA,45.796,6091891,1573704,NA,NA,24367.564000000002,All,missing
Afghanistan,1984,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2956608,NA,45.097,6224256,1533795,NA,NA,24897.024,All,missing
Afghanistan,1983,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3016631,NA,44.403,6388703,NA,NA,NA,25554.812,All,missing
Afghanistan,1982,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3079369,NA,43.715,6557678,NA,NA,NA,19673.034,All,missing
Afghanistan,1981,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3126883,NA,43.037,6698727,3463543,NA,NA,20096.181,All,missing
Afghanistan,1980,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3147644,NA,42.372,6788279,2918208,NA,NA,20364.837,All,missing
Afghanistan,1979,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3157836,1107859.5175996781,41.723,6813203,NA,NA,NA,20439.609,All,missing
Afghanistan,1978,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3130894,NA,41.09,6776022,2198767,NA,NA,13552.044,All,missing
Afghanistan,1977,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3075888,NA,40.473,6689150,1993707,NA,NA,13378.300000000001,All,missing
Afghanistan,1976,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,3005221,NA,39.874,6573732,NA,NA,NA,13147.464,All,missing
Afghanistan,1975,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2927432,NA,39.293,6446271,NA,NA,NA,12892.542,All,missing
Afghanistan,1974,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2857729,NA,38.729,6308578,1800537,NA,NA,NA,All,missing
Afghanistan,1973,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2777921,NA,38.18,6157843,NA,NA,NA,NA,All,missing
Afghanistan,1972,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2692230,NA,37.644,6000891,NA,NA,NA,NA,All,missing
Afghanistan,1971,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2604218,NA,37.12,5845348,NA,NA,NA,NA,All,missing
Afghanistan,1970,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2515910,NA,36.607,5697018,NA,NA,NA,NA,All,missing
Afghanistan,1969,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2442187,NA,36.106,5559838,NA,NA,NA,NA,All,missing
Afghanistan,1968,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2372337,NA,35.615,5434457,NA,NA,NA,NA,All,missing
Afghanistan,1967,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2305176,NA,35.133,5319118,NA,NA,NA,NA,All,missing
Afghanistan,1966,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2238495,NA,34.656,5210120,NA,NA,NA,NA,All,missing
Afghanistan,1965,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2170492,NA,34.18,5104766,NA,NA,NA,NA,All,missing
Afghanistan,1964,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2114431,NA,33.7,5003250,NA,NA,NA,NA,All,missing
Afghanistan,1963,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2059859,NA,33.216,4907033,NA,NA,NA,NA,All,missing
Afghanistan,1962,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,2006726,NA,32.724,4816049,NA,NA,NA,NA,All,missing
Afghanistan,1961,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,1954539,NA,32.224,4730252,NA,NA,NA,NA,All,missing
Afghanistan,1960,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,1902314,NA,31.718,4649576,NA,NA,NA,NA,All,missing
Albania,2019,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,234387,NA,NA,1401011,1464343,111100,162573,NA,All,missing
Albania,2018,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,238481,1141705.237853394,80.167,1406333,1471823,111100,157917,NA,All,observed
Albania,2017,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,243452,NA,80.148,1409327,1460531,115687,177054,NA,All,missing
Albania,2016,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,248337,NA,80.134,1410814,1443230,115687,205598,307557.452,All,observed
Albania,2015,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,252745,NA,80.107,1414246,1419743,120757,241808,301234.398,All,missing
Albania,2014,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,261200,NA,80.045,1420670,1473677,120757,215274,295499.36000000004,All,observed
Albania,2013,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,270867,NA,79.934,1426832,1265454,126114,190411,291073.728,All,missing
Albania,2012,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,282007,1106630.9569109338,79.77,1433116,1427201,126114,164335,285190.084,All,observed
Albania,2011,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,294565,1095078.015595703,79.554,1438949,1357696,131549,198028,279156.10599999997,All,missing
Albania,2010,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,308516,NA,79.302,1445588,1280949,131549,229574,273216.132,All,observed
Albania,2009,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,320921,NA,79.037,1454862,1330560,141913,228908,267694.608,All,missing
Albania,2008,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,334678,1071363.4823985293,78.781,1466219,1360917,141913,201634,263919.42,All,missing
Albania,2007,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,349545,NA,78.551,1478257,1440636,141913,242419,258694.97499999998,All,observed
Albania,2006,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,365416,NA,78.349,1489229,NA,141913,247867,254658.159,All,missing
Albania,2005,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,382313,NA,78.165,1497383,NA,141913,253342,248565.578,All,missing
Albania,2004,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,396765,NA,77.982,1502239,1415280,141913,255561,243362.718,All,missing
Albania,2003,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,410566,NA,77.777,1504374,1434254,141913,257308,237691.092,All,missing
Albania,2002,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,424027,NA,77.538,1506138,NA,141913,256992,231945.252,All,missing
Albania,2001,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,437040,1053453.9994465637,77.263,1509233,1467720,141913,256449,226384.94999999998,All,missing
Albania,2000,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,452977,NA,76.953,1525873,1487809,141913,257842,224303.33099999998,All,missing
Albania,1999,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,464361,NA,76.616,1543050,NA,141913,261022,220656.15000000002,All,missing
Albania,1998,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,475768,NA,76.269,1564426,NA,141913,263277,219019.64,All,missing
Albania,1997,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,486818,NA,75.931,1586848,NA,141913,260798,217398.17599999998,All,missing
Albania,1996,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,497010,NA,75.618,1605627,1480776,141913,268766,215154.018,All,missing
Albania,1995,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,505749,NA,75.352,1617400,NA,141913,271173,211879.4,All,missing
Albania,1994,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,511748,NA,75.158,1620663,NA,141913,271445,207444.864,All,missing
Albania,1993,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,515585,NA,75.039,1617124,NA,141913,270238,202140.5,All,missing
Albania,1992,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,517649,NA,74.985,1610302,NA,141913,261642,196456.84399999998,All,missing
Albania,1991,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,518613,NA,74.98,1604790,NA,141913,253621,192574.8,All,missing
Albania,1990,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,519368,NA,74.991,1603543,NA,141913,NA,187614.531,All,missing
Albania,1989,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,513626,NA,74.977,1569250,NA,141913,NA,180463.75,All,missing
Albania,1988,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,503433,NA,74.903,1525951,NA,141913,NA,172432.46300000002,All,missing
Albania,1987,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,497862,NA,74.744,1498508,NA,141913,NA,164835.88,All,missing
Albania,1986,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,492433,NA,74.492,1470768,NA,141913,NA,158842.94400000002,All,missing
Albania,1985,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,487847,NA,74.156,1443843,NA,141913,NA,153047.358,All,missing
Albania,1984,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,482984,NA,73.754,1414748,NA,141913,NA,145719.04400000002,All,missing
Albania,1983,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,478124,NA,73.323,1385115,NA,141913,NA,139896.615,All,missing
Albania,1982,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,473486,NA,72.893,1355555,NA,141913,NA,134199.945,All,missing
Albania,1981,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,469557,NA,72.479,1326732,NA,141913,NA,128693.00399999999,All,missing
Albania,1980,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,467042,NA,72.09,1300202,NA,141913,NA,123519.19,All,missing
Albania,1979,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,464776,NA,71.729,1273859,NA,141913,NA,118468.88700000002,All,missing
Albania,1978,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,463578,NA,71.384,1248859,NA,141913,NA,113646.169,All,missing
Albania,1977,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,462242,NA,71.046,1223320,NA,141913,NA,108875.48000000001,All,missing
