country,year,sex,iso2c,iso3c,region,capital,longitude,latitude,income,lending,lifexp,pop,primedu,smoke,unemployed,obese,none
Afghanistan,2008,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,58.626,14225722,NA,NA,1481182,284514.44,All
Afghanistan,2008,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,61.326,13496554,NA,NA,1910302,701820.8080000001,All
Afghanistan,2009,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,59.159,14544059,NA,NA,1563486,305425.239,All
Afghanistan,2009,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,61.898,13850754,NA,NA,2065286,747940.7160000001,All
Afghanistan,2010,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,59.683,14935754,NA,NA,1624861,328586.58800000005,All
Afghanistan,2010,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,62.459,14249753,NA,NA,2111101,812235.921,All
Afghanistan,2011,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,60.19,15415362,NA,NA,1676421,369968.688,All
Afghanistan,2011,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,63,14702051,NA,NA,2173110,882123.0599999999,All
Afghanistan,2012,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,60.675,15964873,NA,NA,1735701,399121.825,All
Afghanistan,2012,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,63.514,15196503,NA,NA,2252122,957379.689,All
Afghanistan,2013,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,61.133,16554276,NA,NA,1803092,446965.45200000005,All
Afghanistan,2013,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,63.999,15715313,NA,NA,2307008,1037210.658,All
Afghanistan,2014,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,61.563,17138798,NA,NA,1848248,479886.3439999999,All
Afghanistan,2014,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,64.453,16231996,NA,NA,2354451,1136239.7200000002,All
Afghanistan,2015,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,61.965,17686166,NA,NA,1889590,530584.98,All
Afghanistan,2015,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,64.877,16727437,NA,NA,2413267,1221102.9009999998,All
Afghanistan,2016,Male,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,62.343,18187045,17558154,NA,1922553,581985.4400000001,All
Afghanistan,2016,Female,AF,AFG,South Asia,Kabul,69.1761,34.5228,Low income,IDA,65.275,17196083,10937408,NA,2461447,1306902.308,All
Albania,1975,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,67.19,1234350,NA,NA,NA,54311.40000000001,All
Albania,1975,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,70.369,1170481,NA,NA,NA,100661.366,All
Albania,1976,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,67.596,1261906,NA,NA,NA,58047.676,All
Albania,1976,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,70.71,1196620,NA,NA,NA,105302.56000000001,All
Albania,1977,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,67.943,1290226,NA,NA,NA,61930.848,All
Albania,1977,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,71.046,1223320,NA,NA,NA,108875.48000000001,All
Albania,1978,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.204,1317407,NA,NA,NA,65870.35,All
Albania,1978,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,71.384,1248859,NA,NA,NA,113646.169,All
Albania,1979,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.376,1343973,NA,NA,NA,69886.596,All
Albania,1979,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,71.729,1273859,NA,NA,NA,118468.88700000002,All
Albania,1980,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.475,1371795,NA,NA,NA,74076.93000000001,All
Albania,1980,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,72.09,1300202,NA,NA,NA,123519.19,All
Albania,1981,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.533,1399324,NA,NA,NA,78362.14399999999,All
Albania,1981,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,72.479,1326732,NA,NA,NA,128693.00399999999,All
Albania,1982,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.59,1428723,NA,NA,NA,82865.934,All
Albania,1982,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,72.893,1355555,NA,NA,NA,134199.945,All
Albania,1983,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.673,1458845,NA,NA,NA,87530.7,All
Albania,1983,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,73.323,1385115,NA,NA,NA,139896.615,All
Albania,1984,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.788,1489681,NA,NA,NA,93849.903,All
Albania,1984,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,73.754,1414748,NA,NA,NA,145719.04400000002,All
Albania,1985,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.92,1520919,NA,NA,NA,98859.735,All
Albania,1985,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.156,1443843,NA,NA,NA,153047.358,All
Albania,1986,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.04,1551867,NA,NA,NA,105526.956,All
Albania,1986,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.492,1470768,NA,NA,NA,158842.94400000002,All
Albania,1987,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.12,1585097,NA,NA,NA,110956.79000000001,All
Albania,1987,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.744,1498508,NA,NA,NA,164835.88,All
Albania,1988,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.145,1616385,NA,NA,NA,117996.105,All
Albania,1988,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.903,1525951,NA,NA,NA,172432.46300000002,All
Albania,1989,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.122,1658693,NA,NA,NA,126060.66799999999,All
Albania,1989,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.977,1569250,NA,NA,NA,180463.75,All
Albania,1990,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.07,1682999,NA,NA,NA,132956.921,All
Albania,1990,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.991,1603543,NA,NA,NA,187614.531,All
Albania,1991,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.017,1662000,NA,NA,273914,136283.99999999997,All
Albania,1991,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.98,1604790,NA,NA,253621,192574.8,All
Albania,1992,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,68.997,1636737,NA,NA,267050,139122.64500000002,All
Albania,1992,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.985,1610302,NA,NA,261642,196456.84399999998,All
Albania,1993,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.037,1610163,NA,NA,262344,141694.344,All
Albania,1993,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,75.039,1617124,NA,NA,270238,202140.5,All
Albania,1994,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.15,1586873,NA,NA,259025,145992.316,All
Albania,1994,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,75.158,1620663,NA,NA,271445,207444.864,All
Albania,1995,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.347,1570384,NA,NA,256381,150756.864,All
Albania,1995,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,75.352,1617400,NA,NA,271173,211879.4,All
Albania,1996,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.631,1562406,1421515,NA,256266,156240.6,All
Albania,1996,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,75.618,1605627,1480776,NA,268766,215154.018,All
Albania,1997,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,69.982,1561433,NA,NA,259120,162389.032,All
Albania,1997,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,75.931,1586848,NA,NA,260798,217398.17599999998,All
Albania,1998,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,70.376,1564104,NA,NA,254636,168923.23200000002,All
Albania,1998,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,76.269,1564426,NA,NA,263277,219019.64,All
Albania,1999,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,70.797,1565728,NA,NA,256623,175361.536,All
Albania,1999,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,76.616,1543050,NA,NA,261022,220656.15000000002,All
Albania,2000,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,71.216,1563154,1496122,NA,255435,182889.01799999998,All
Albania,2000,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,76.953,1525873,1487809,NA,257842,224303.33099999998,All
Albania,2001,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,71.606,1550940,1482566,NA,252291,187663.74,All
Albania,2001,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,77.263,1509233,1467720,NA,256449,226384.94999999998,All
Albania,2002,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,71.951,1544872,NA,NA,253328,194653.872,All
Albania,2002,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,77.538,1506138,NA,NA,256992,231945.252,All
Albania,2003,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,72.246,1535242,1437379,NA,251534,202651.94400000002,All
Albania,2003,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,77.777,1504374,1434254,NA,257308,237691.092,All
Albania,2004,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,72.493,1524700,1413766,NA,248221,208883.89999999997,All
Albania,2004,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,77.982,1502239,1415280,NA,255561,243362.718,All
Albania,2005,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,72.708,1514104,NA,NA,244180,216516.87200000003,All
Albania,2005,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,78.165,1497383,NA,NA,253342,248565.578,All
Albania,2006,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,72.919,1503318,NA,NA,238562,223994.38199999998,All
Albania,2006,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,78.349,1489229,NA,NA,247867,254658.159,All
Albania,2007,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,73.156,1491760,1417596,811517,233431,231222.8,All
Albania,2007,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,78.551,1478257,1440636,141913,242419,258694.97499999998,All
Albania,2008,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,73.438,1481095,1362640,NA,185863,238456.295,All
Albania,2008,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,78.781,1466219,1360917,NA,201634,263919.42,All
Albania,2009,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,73.769,1472657,1335383,NA,179753,247406.37600000002,All
Albania,2009,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,79.037,1454862,1330560,NA,228908,267694.608,All
Albania,2010,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.145,1467433,1306644,780674,187274,255333.34199999998,All
Albania,2010,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,79.302,1445588,1280949,131549,229574,273216.132,All
Albania,2011,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.552,1466246,1345170,NA,194629,265390.526,All
Albania,2011,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,79.554,1438949,1357696,NA,198028,279156.10599999997,All
Albania,2012,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,74.966,1467285,1435724,767390,216879,275849.58,All
Albania,2012,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,79.77,1433116,1427201,126114,164335,285190.084,All
Albania,2013,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,75.364,1468260,1325753,NA,258942,286310.7,All
Albania,2013,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,79.934,1426832,1265454,NA,190411,291073.728,All
Albania,2014,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,75.734,1468434,1447603,759180,280309,296623.668,All
Albania,2014,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,80.045,1420670,1473677,120757,215274,295499.36000000004,All
Albania,2015,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,76.066,1466457,1430366,NA,250295,306489.513,All
Albania,2015,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,80.107,1414246,1419743,NA,241808,301234.398,All
Albania,2016,Male,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,76.353,1465287,1432910,748762,229728,316501.992,All
Albania,2016,Female,AL,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD,80.134,1410814,1443230,115687,205598,307557.452,All
Algeria,1975,Male,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,51.986,8355218,5323094,NA,NA,233946.10399999996,All
Algeria,1975,Female,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,53.729,8252489,3201435,NA,NA,883016.323,All
Algeria,1976,Male,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,52.751,8597951,6053316,NA,NA,249340.57899999997,All
Algeria,1976,Female,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,54.554,8487850,3767006,NA,NA,942151.35,All
Algeria,1977,Male,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,53.649,8850291,6498445,NA,NA,274359.021,All
Algeria,1977,Female,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,55.554,8732613,4165074,NA,NA,995517.882,All
Algeria,1978,Male,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,54.669,9113902,6943281,NA,NA,291644.864,All
Algeria,1978,Female,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,56.716,8988364,4509511,NA,NA,1060626.952,All
Algeria,1979,Male,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,55.79,9390803,7062240,NA,NA,319287.302,All
Algeria,1979,Female,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,58.014,9257012,4710196,NA,NA,1129355.464,All
Algeria,1980,Male,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,56.983,9682121,7096451,NA,NA,348556.356,All
Algeria,1980,Female,DZ,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD,59.4,9539544,4949074,NA,NA,1211522.088,All
